""
"Test Method","Radhen_Load_Cntrl_Cmprsn_250N_12-7.msm"
"Sample I. D.","Sample1.mss"
"Specimen Number","1"

"TheCycle_Output ()","_Time (s)","_Load (N)","_Extension (mm)","RealTimeDepth (mm)","CycleNumber ()"

1,0.267,0.00,0.0622,0.06223,1.000
1,0.333,0.00,0.1290,0.12903,1.000
1,0.400,0.00,0.1957,0.19570,1.000
1,0.467,-0.01,0.2624,0.26243,1.000
1,0.533,0.00,0.3291,0.32910,1.000
1,0.600,0.00,0.3957,0.39570,1.000
1,0.667,0.00,0.4625,0.46253,1.000
1,0.733,0.00,0.5292,0.52917,1.000
1,0.800,-0.01,0.5957,0.59570,1.000
1,0.867,0.00,0.6625,0.66250,1.000
1,0.933,0.00,0.7293,0.72927,1.000
1,1.000,0.00,0.7957,0.79570,1.000
1,1.067,0.00,0.8625,0.86250,1.000
1,1.133,0.00,0.9292,0.92923,1.000
1,1.200,0.00,0.9958,0.99580,1.000
1,1.267,0.00,1.0627,1.06267,1.000
1,1.333,0.00,1.1294,1.12937,1.000
1,1.400,0.00,1.1958,1.19580,1.000
1,1.467,0.00,1.2625,1.26250,1.000
1,1.533,0.00,1.3291,1.32913,1.000
1,1.600,-0.01,1.3956,1.39560,1.000
1,1.667,-0.01,1.4626,1.46257,1.000
1,1.733,-0.01,1.5292,1.52917,1.000
1,1.800,-0.01,1.5958,1.59580,1.000
1,1.867,0.00,1.6626,1.66257,1.000
1,1.933,-0.01,1.7292,1.72920,1.000
1,2.000,-0.01,1.7958,1.79580,1.000
1,2.067,-0.01,1.8626,1.86257,1.000
1,2.133,0.00,1.9292,1.92923,1.000
1,2.200,-0.01,1.9958,1.99580,1.000
1,2.267,-0.01,2.0625,2.06253,1.000
1,2.333,0.00,2.1292,2.12920,1.000
1,2.400,0.00,2.1958,2.19580,1.000
1,2.467,-0.01,2.2626,2.26257,1.000
1,2.533,0.00,2.3292,2.32923,1.000
1,2.600,-0.01,2.3958,2.39580,1.000
1,2.667,-0.01,2.4626,2.46263,1.000
1,2.733,-0.01,2.5292,2.52923,1.000
1,2.800,0.00,2.5957,2.59570,1.000
1,2.867,0.00,2.6627,2.66267,1.000
1,2.933,-0.01,2.7292,2.72917,1.000
1,3.000,-0.01,2.7959,2.79590,1.000
1,3.067,0.00,2.8627,2.86270,1.000
1,3.133,-0.01,2.9293,2.92930,1.000
1,3.200,0.00,2.9958,2.99580,1.000
1,3.267,-0.01,3.0626,3.06260,1.000
1,3.333,0.00,3.1292,3.12917,1.000
1,3.400,0.00,3.1957,3.19570,1.000
1,3.467,-0.01,3.2626,3.26257,1.000
1,3.533,0.00,3.3292,3.32920,1.000
1,3.600,0.00,3.3957,3.39570,1.000
1,3.667,0.00,3.4626,3.46257,1.000
1,3.733,0.00,3.5291,3.52913,1.000
1,3.800,0.00,3.5958,3.59580,1.000
1,3.867,0.00,3.6627,3.66267,1.000
1,3.933,0.00,3.7292,3.72923,1.000
1,4.000,0.00,3.7959,3.79590,1.000
1,4.067,0.00,3.8627,3.86267,1.000
